"Gene ID","source_id","Computed GO Component IDs","Computed GO Components","Computed GO Functions","Computed GO Function IDs","Computed GO Process IDs","Computed GO Processes"
"TGME49_275440","TGME49_275440-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_275470","TGME49_275470-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_275490","TGME49_275490-t26_1","GO:0005643","nuclear pore","structural constituent of nuclear pore","GO:0017056","GO:0051028;GO:0015031","mRNA transport;protein transport"
"TGME49_275600","TGME49_275600-t26_1","GO:0016020","membrane","O-acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups;diacylglycerol O-acyltransferase activity","GO:0008374;GO:0016747;GO:0004144","N/A","N/A"
"TGME49_275670","TGME49_275670.R2957","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_275690","TGME49_275690.R2959","GO:0005737;GO:0005622","cytoplasm;intracellular anatomical structure","ATP binding;ATP hydrolysis activity;transcription factor binding","GO:0005524;GO:0016887;GO:0008134","GO:0019538;GO:0042026;GO:0006355;GO:0009408","protein metabolic process;protein refolding;regulation of transcription, DNA-templated;response to heat"
"TGME49_275810","TGME49_275810-t26_1","GO:0005840","ribosome","N/A","N/A","N/A","N/A"
"TGME49_275840","TGME49_275840-t26_1","N/A","N/A","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_275850","TGME49_275850-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_275860","TGME49_275860-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_275990","TGME49_275990-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276130","TGME49_276130.R2965","N/A","N/A","cysteine-type peptidase activity;dipeptidyl-peptidase activity","GO:0008234;GO:0008239","GO:0006508","proteolysis"
"TGME49_276180","TGME49_276180-t26_1","GO:0005669","transcription factor TFIID complex","RNA polymerase II general transcription initiation factor binding;TBP-class protein binding;histone acetyltransferase activity;protein binding;protein serine/threonine kinase activity","GO:0001091;GO:0017025;GO:0004402;GO:0005515;GO:0004674","GO:0006366","transcription by RNA polymerase II"
"TGME49_276220","TGME49_276220-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276230","TGME49_276230-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_276810","TGME49_276810-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_276820","TGME49_276820-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276850","TGME49_276850-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276860","TGME49_276860.R2971","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276870","TGME49_276870-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276880","TGME49_276880.R2972","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276890","TGME49_276890-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276920","TGME49_276920.R2973","N/A","N/A","catalytic activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_277030","TGME49_277030-t26_1","GO:0005737","cytoplasm","ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding;tRNA binding","GO:0005524;GO:0002161;GO:0004812;GO:0004822;GO:0000166;GO:0000049","GO:0006418","tRNA aminoacylation for protein translation"
"TGME49_277080","TGME49_277080-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_277230","TGME49_277230.R2979","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_277240","TGME49_277240-t26_1","N/A","N/A","hydrolase activity;nucleoside-triphosphatase activity","GO:0016787;GO:0017111","N/A","N/A"
"TGME49_277260","TGME49_277260.R2980","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_277270","TGME49_277270-t26_1","N/A","N/A","ATP binding;hydrolase activity;nucleoside-triphosphatase activity","GO:0005524;GO:0016787;GO:0017111","N/A","N/A"
"TGME49_277540","TGME49_277540-t26_1","GO:0033557;GO:0005634","Slx1-Slx4 complex;nucleus","N/A","N/A","GO:0006310;GO:0006281;GO:0006260;GO:0006996","DNA recombination;DNA repair;DNA replication;organelle organization"
"TGME49_277700","TGME49_277700.R2984","GO:0005840","ribosome","N/A","N/A","N/A","N/A"
"TGME49_277720","TGME49_277720-t26_1","N/A","N/A","ATP binding;hydrolase activity;nucleoside-triphosphatase activity","GO:0005524;GO:0016787;GO:0017111","N/A","N/A"
"TGME49_277840","TGME49_277840-t26_1","N/A","N/A","GTP binding;GTPase activity","GO:0005525;GO:0003924","GO:0007264","small GTPase mediated signal transduction"
"TGME49_277850","TGME49_277850-t26_1","N/A","N/A","protein binding;serine-type endopeptidase activity","GO:0005515;GO:0004252","GO:0006508","proteolysis"
"TGME49_277895","TGME49_277895.R2988","N/A","N/A","obsolete ubiquitin thiolesterase activity;thiol-dependent deubiquitinase","GO:0004221;GO:0004843","GO:0016579;GO:0006511","protein deubiquitination;ubiquitin-dependent protein catabolic process"
"TGME49_277940","TGME49_277940.R2991","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278050","TGME49_278050-t26_1","GO:0005839;GO:0019773","proteasome core complex;proteasome core complex, alpha-subunit complex","endopeptidase activity;hydrolase activity;threonine-type endopeptidase activity","GO:0004175;GO:0016787;GO:0004298","GO:0051603;GO:0006511","proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process"
"TGME49_278080","TGME49_278080-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278110","TGME49_278110-t26_1","GO:0000148;GO:0016020","1,3-beta-D-glucan synthase complex;membrane","1,3-beta-D-glucan synthase activity","GO:0003843","GO:0006075","(1->3)-beta-D-glucan biosynthetic process"
"TGME49_278130","TGME49_278130.R2995","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278160","TGME49_278160-t26_1","GO:0005737;GO:0016020","cytoplasm;membrane","N/A","N/A","GO:0006886","intracellular protein transport"
"TGME49_278220","TGME49_278220.R2997","N/A","N/A","structural constituent of ribosome","GO:0003735","N/A","N/A"
"TGME49_278430","TGME49_278430-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278510","TGME49_278510.R3000","N/A","N/A","catalytic activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_278518","TGME49_278518.R3001","N/A","N/A","glycosyltransferase activity;polypeptide N-acetylgalactosaminyltransferase activity","GO:0016757;GO:0004653","GO:0005975","carbohydrate metabolic process"
"TGME49_278660","TGME49_278660.R3007","GO:0016020","membrane","ATP binding;ATP hydrolysis activity;P-type calcium transporter activity;catalytic activity;metal ion binding;nucleotide binding;transporter activity","GO:0005524;GO:0016887;GO:0005388;GO:0003824;GO:0046872;GO:0000166;GO:0005215","GO:0008152","metabolic process"
"TGME49_278710","TGME49_278710.R3010","GO:0005929","cilium","N/A","N/A","GO:0060271;GO:0003341","cilium assembly;cilium movement"
"TGME49_278780","TGME49_278780-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_278850","TGME49_278850.R3020","GO:0016020","membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGME49_278860","TGME49_278860.R3021","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278870","TGME49_278870-t26_1","GO:0016459","myosin complex","ATP binding;actin binding;cytoskeletal motor activity;protein binding","GO:0005524;GO:0003779;GO:0003774;GO:0005515","N/A","N/A"
"TGME49_278975","TGME49_278975.R3026","N/A","N/A","cysteine-type endopeptidase activity","GO:0004197","GO:0006508","proteolysis"
"TGME49_279100","TGME49_279100.R3028","GO:0016020;GO:0020005","membrane;symbiont-containing vacuole membrane","N/A","N/A","N/A","N/A"
"TGME49_279420","TGME49_279420-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_279460","TGME49_279460-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_279540","TGME49_279540-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_279550","TGME49_279550-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_280070","TGME49_280070-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_280390","TGME49_280390.R3033","GO:0043232;GO:0099080","intracellular non-membrane-bounded organelle;supramolecular complex","microtubule plus end polymerase;microtubule plus-end binding","GO:0061863;GO:0051010","GO:0030951;GO:0046785;GO:0007051","establishment or maintenance of microtubule cytoskeleton polarity;microtubule polymerization;spindle organization"
"TGME49_280400","TGME49_280400.R3034","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_280460","TGME49_280460-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_280470","TGME49_280470.R3040","N/A","N/A","DNA-binding transcription factor activity","GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_280570","TGME49_280570-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_280580","TGME49_280580.R3046","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_280590","TGME49_280590-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_280700","TGME49_280700.R3050","GO:0005737","cytoplasm","arginine decarboxylase activity;carboxy-lyase activity;catalytic activity","GO:0008792;GO:0016831;GO:0003824","GO:0006520","cellular amino acid metabolic process"
"TGME49_280730","TGME49_280730-t26_1","GO:0005737;GO:0016020","cytoplasm;membrane","4 iron, 4 sulfur cluster binding;ATP binding;ATP-dependent FeS chaperone activity;iron-sulfur cluster binding;metal ion binding","GO:0051539;GO:0005524;GO:0140663;GO:0051536;GO:0046872","GO:0016226","iron-sulfur cluster assembly"
"TGME49_280740","TGME49_280740.R3053","GO:0016020;GO:0005787","membrane;signal peptidase complex","peptidase activity;serine-type endopeptidase activity","GO:0008233;GO:0004252","GO:0006465","signal peptide processing"
"TGME49_280800","TGME49_280800-t26_1","N/A","N/A","ATP binding;ATP-dependent chromatin remodeler activity;DNA binding;helicase activity;nucleic acid binding","GO:0005524;GO:0140658;GO:0003677;GO:0004386;GO:0003676","N/A","N/A"
"TGME49_280810","TGME49_280810-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281030","TGME49_281030-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281040","TGME49_281040-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281450","TGME49_281450.R3061","N/A","N/A","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0005524;GO:0008353;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_281490","TGME49_281490-t26_1","N/A","N/A","catalytic activity;glutaminase activity;transferase activity","GO:0003824;GO:0004359;GO:0016740","GO:0009236;GO:0006541;GO:0042823;GO:0042819","cobalamin biosynthetic process;glutamine metabolic process;pyridoxal phosphate biosynthetic process;vitamin B6 biosynthetic process"
"TGME49_281570","TGME49_281570.R3067","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281580","TGME49_281580.R3068","GO:0016020","membrane","catalytic activity;cation binding;metal ion binding;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0043169;GO:0046872;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_281675","TGME49_281675.R3072","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_282055","TGME49_282055-t26_1","N/A","N/A","catalytic activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_282070","TGME49_282070.R3079","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_282150","TGME49_282150-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_282180","TGME49_282180-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_282200","TGME49_282200.R3081","GO:0005622","intracellular anatomical structure","ATP binding;ATP hydrolysis activity;transcription factor binding","GO:0005524;GO:0016887;GO:0008134","GO:0019538;GO:0006355","protein metabolic process;regulation of transcription, DNA-templated"
"TGME49_282210","TGME49_282210.R3082","N/A","N/A","DNA-binding transcription factor activity","GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_282220","TGME49_282220-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_282230","TGME49_282230-t26_1","N/A","N/A","ATP binding;adenylylsulfate kinase activity;sulfate adenylyltransferase (ATP) activity","GO:0005524;GO:0004020;GO:0004781","GO:0016310;GO:0000103","phosphorylation;sulfate assimilation"
"TGME49_283450","TGME49_283450-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_283480","TGME49_283480.R3084","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_283510","TGME49_283510.R3088","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283540","TGME49_283540.R3091","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283550","TGME49_283550.R3092","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283780","TGME49_283780.R3101","N/A","N/A","carbohydrate derivative binding;glucose-6-phosphate isomerase activity","GO:0097367;GO:0004347","GO:1901135;GO:0006094;GO:0006096","carbohydrate derivative metabolic process;gluconeogenesis;glycolytic process"
"TGME49_283830","TGME49_283830-t26_1","GO:0005737","cytoplasm","inorganic diphosphatase activity;magnesium ion binding","GO:0004427;GO:0000287","GO:0006796","phosphate-containing compound metabolic process"
"TGME49_284170","TGME49_284170.R3106","GO:0016020","membrane","palmitoyltransferase activity","GO:0016409","N/A","N/A"
"TGME49_284540","TGME49_284540-t26_1","GO:0016020","membrane","proton-transporting ATP synthase activity, rotational mechanism","GO:0046933","GO:0015986","ATP synthesis coupled proton transport"
"TGME49_284550","TGME49_284550.R3108","N/A","N/A","calcium ion binding","GO:0005509","N/A","N/A"
"TGME49_284560","TGME49_284560-t26_1","GO:1990904;GO:0005840","ribonucleoprotein complex;ribosome","rRNA binding;structural constituent of ribosome","GO:0019843;GO:0003735","GO:0006412","translation"
"TGME49_284620","TGME49_284620.R3111","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_284660","TGME49_284660.R3114","GO:0005840","ribosome","rRNA binding;structural constituent of ribosome","GO:0019843;GO:0003735","GO:0006412","translation"
"TGME49_285160","TGME49_285160.R3117","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_285272","TGME49_285272-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285510","TGME49_285510-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285700","TGME49_285700-t26_1","N/A","N/A","N/A","N/A","GO:0050896;GO:0006511","response to stimulus;ubiquitin-dependent protein catabolic process"
"TGME49_285780","TGME49_285780-t26_1","GO:0005737;GO:0005815;GO:0000922","cytoplasm;microtubule organizing center;spindle pole","gamma-tubulin binding","GO:0043015","GO:0000226;GO:0007020","microtubule cytoskeleton organization;microtubule nucleation"
"TGME49_285895","TGME49_285895.R3139","N/A","N/A","DNA-binding transcription factor activity;heme binding;peroxidase activity","GO:0003700;GO:0020037;GO:0004601","GO:0006355;GO:0006979","regulation of transcription, DNA-templated;response to oxidative stress"
"TGME49_285940","TGME49_285940.R3142","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285970","TGME49_285970-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","RNA binding;structural constituent of ribosome","GO:0003723;GO:0003735","GO:0006412","translation"
"TGME49_285980","TGME49_285980.R3143","N/A","N/A","intramolecular transferase activity, phosphotransferases;magnesium ion binding;phosphoglucomutase activity","GO:0016868;GO:0000287;GO:0004614","GO:0005975;GO:0071704","carbohydrate metabolic process;organic substance metabolic process"
"TGME49_285990","TGME49_285990-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_286030","TGME49_286030.R3144","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_286150","TGME49_286150.R3149","GO:0005576","extracellular region","protein binding","GO:0005515","GO:0006508","proteolysis"
"TGME49_286420","TGME49_286420-t26_1","N/A","N/A","GTP binding;GTPase activity;nucleotidyltransferase activity;sulfate adenylyltransferase (ATP) activity;translation elongation factor activity","GO:0005525;GO:0003924;GO:0016779;GO:0004781;GO:0003746","GO:0006414","translational elongation"
"TGME49_286450","TGME49_286450-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_286470","TGME49_286470-t26_1","N/A","N/A","AMP-activated protein kinase activity;ATP binding;cAMP-dependent protein kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0004679;GO:0005524;GO:0004691;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"TGME49_286500","TGME49_286500-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_286530","TGME49_286530.R3155","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_286580","TGME49_286580.R3157","N/A","N/A","N/A","N/A","N/A","N/A"
